autor:texto:::
@henriques_vh:Olha eu n curto muito futebol mas fui criado flamenguista pois mãe é flamengo por isso ver meus amigos tristinhos pq o mengão tá perdendo me parte o coração 🥺😥:::
@zeka2009:@Flamengo Que horas o Flamengo vai entrar em campo? Não atacou, não defendeu, não chuta no gol, muito passinho e nada de futebol. Vamos jogar Mengão, vamos vencer 🖤♥️:::
@junioor_souuza:"RT @Flamengo: O futebol virtual também está celebrando com a Nação nossos 125 anos 🎮🔴⚫

Garanta seu #PES2021 e monte seu time no #myClub co…":::
@lucknit:@Flamengo Esse Flamengo não é o Mengão de 2019... Quero dormir sem estresse hoje... nem vou assistir! Depois dos 2 últimos jogos, chega de futebol esse ano... saudades do NBA já.:::
@Matheus10765161:"RT @Poctpoct5: @futebol_info São Paulo 8x0 Flamengo

Não vai dar pro meu mengão 😔 nem deus tira essa classificação do São Paulo":::
@Leonardo2002Ara:"RT @Poctpoct5: @futebol_info São Paulo 8x0 Flamengo

Não vai dar pro meu mengão 😔 nem deus tira essa classificação do São Paulo":::
@SilvinoSPFC:"@futebol_info Coração: São Paulo 2 x 1 Flamengo
Razão: São Paulo 0 x 5 Flamengo
NADA TIRA A CLASSIFICAÇÃO DO MENGÃO.":::
@Fred62510878:@futebol_info 3x1 Flamengo porra hj é  na raça e tudo vai da certo pro Mengão:::
@RobsonSirino:"RT @Poctpoct5: @futebol_info São Paulo 8x0 Flamengo

Não vai dar pro meu mengão 😔 nem deus tira essa classificação do São Paulo":::
@Poctpoct5:"@futebol_info São Paulo 8x0 Flamengo

Não vai dar pro meu mengão 😔 nem deus tira essa classificação do São Paulo":::
@Antnio36823197:@R0GERIOCENI Admiro vc cara, vc, o flamengo e a Nação merecem a glória do futebol, agora, eu e acredito q a nação rubro negra exigi a cabeça do lado Lincon, esse cara tá de palhaçada com o Mengão, não merece vestir o manto, por vc, pela nação, pelo Flamengo, peça a cabeça desse cara.:::
@Duduteixeira5:"Quarta é dia de:

Futebol com a rapaziada e Mengao ganhando de virada.

#Flamengo 
#FLAXSAO 
#FLATV":::
@PedroHe15832182:@thcosenza Ta devendo um bom futebol no nosso Mengão mesmo é ídolo mas se não tiver jogando vai ter críticas mesmo agente primeiramente é Flamengo e sempre vai querer o melhor pro Flamengo.:::
@SilasAraujo73:"@KauamSilv4 @AmongWeeknd @ainda_V @futebol_info Valeu, mengão.

Cruzeiro 2 Libertadores, Galo 1
4 Brasileiros, Galo 1
6 copas do Brasil, Galo 1

Parece a diferença não do Flamengo pro Vasco, mas do Flamengo pro Botafogo kkkkkkkkk":::
@iloveyouchavezs:"RT @Flamengo: O futebol virtual também está celebrando com a Nação nossos 125 anos 🎮🔴⚫

Garanta seu #PES2021 e monte seu time no #myClub co…":::
@wlflaraiz:Bom @rogerioceni pegou o time, totalmente desfigurado por Dome e CBF, hoje ele tem a missão de reconstruir o bom futebol do @Flamengo @PaparazzoRN @flanacaovvp @CanalFlazoeiro @ColunadoFla Eu acredito no meu Mengão até o último minuto ❤️SRN:::
@rafaelhenry:Em uma situação adversa como a do jogo de hoje, eu deposito a minha confiança no @GersonSantos08 que vai jogar em estado de graça, esbanjando o melhor futebol de meio campo do Brasil. O @Flamengo será mais MENGÃO do que nunca e foda-se a @CBF_Futebol e as eliminatórias! ✊🏿:::
@TREMBALA_MENGAO:"@futebol_info o diretor do DM do flamengo: https://t.co/TgvcwWiKSZ":::
